age,workclass,education,maritalStatus,occupation,relationship,race,gender,capitalGain,capitalLoss,hoursPerWeek,nativeCountry,income
21,private,hs_grad,single,other,notInFamily,AsianPacIslander,Female,0,0,25,USA,0
31,private,hs_grad,married,blueCollar,husband,White,Male,0,0,45,USA,1
55,private,hs_grad,married,sales,husband,White,Male,4386,0,40,USA,1
24,private,hs_grad,married,other,wife,AsianPacIslander,Female,0,0,40,notUSA,0
43,private,hs_grad,married,other,notInFamily,White,Female,0,0,40,USA,0
26,private,associates,single,other,notInFamily,White,Male,0,0,45,USA,0
46,private,associates,single,professional,notInFamily,White,Female,0,0,33,USA,0
35,private,associates,married,other,husband,White,Male,0,0,40,USA,1
41,selfEmployed,hs_grad,married,blueCollar,husband,White,Male,0,0,54,USA,1
26,private,bachelors,single,sales,notInFamily,White,Male,0,0,40,USA,0
34,private,masters_doctorate,married,whiteCollar,husband,AsianPacIslander,Male,7298,0,35,notUSA,1
36,selfEmployed,bachelors,married,professional,notInFamily,Black,Female,0,0,40,USA,1
22,private,hs_grad,single,sales,ownChild,White,Male,0,0,15,USA,0
24,private,hs_grad,single,blueCollar,notInFamily,White,Male,0,0,40,USA,0
77,selfEmployed,hs_grad,married,sales,husband,White,Male,0,0,40,USA,0
22,private,dropout,married,blueCollar,otherRelative,White,Female,0,0,40,notUSA,0
29,private,hs_grad,single,other,notInFamily,White,Female,0,0,40,USA,0
62,private,hs_grad,married,other,notInFamily,White,Female,0,0,24,USA,0
39,selfEmployed,hs_grad,married,whiteCollar,husband,White,Male,0,0,40,USA,0
43,private,hs_grad,married,blueCollar,husband,White,Male,0,1485,50,USA,0
35,private,hs_grad,married,blueCollar,notInFamily,White,Male,0,0,45,USA,0
29,private,dropout,single,whiteCollar,notInFamily,White,Female,0,0,40,USA,0
76,selfEmployed,masters_doctorate,married,blueCollar,husband,White,Male,0,0,10,USA,0
63,selfEmployed,hs_grad,married,blueCollar,husband,White,Male,0,0,45,USA,0
43,private,hs_grad,married,professional,wife,White,Female,0,1887,50,USA,1
58,selfEmployed,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
66,private,hs_grad,single,blueCollar,notInFamily,White,Male,2050,0,55,USA,0
41,private,hs_grad,single,blueCollar,notInFamily,Black,Male,0,0,45,USA,0
26,private,bachelors,single,other,notInFamily,White,Male,0,0,40,USA,0
47,private,associates,single,other,notInFamily,White,Male,0,0,40,USA,0
55,otherGov,dropout,married,other,husband,White,Male,0,0,40,USA,0
53,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
17,private,dropout,single,other,otherRelative,White,Male,0,0,48,notUSA,0
30,private,hs_grad,single,blueCollar,otherRelative,White,Male,0,0,40,USA,0
49,private,masters_doctorate,single,professional,notInFamily,White,Male,0,0,60,USA,0
19,private,hs_grad,single,sales,unmarried,Black,Male,0,0,30,notUSA,0
45,private,hs_grad,married,other,husband,Black,Male,0,0,40,USA,0
26,private,associates,single,sales,notInFamily,White,Male,0,0,40,USA,0
38,private,associates,married,blueCollar,husband,White,Male,7298,0,40,USA,1
36,otherGov,hs_grad,married,other,husband,White,Male,7298,0,40,USA,1
33,private,hs_grad,single,blueCollar,notInFamily,White,Male,0,0,20,USA,0
22,otherGov,hs_grad,single,other,ownChild,Black,Female,0,0,40,USA,0
43,selfEmployed,bachelors,single,sales,notInFamily,White,Male,0,0,42,USA,0
56,private,associates,married,other,notInFamily,White,Male,0,0,25,notUSA,0
31,private,bachelors,single,professional,ownChild,White,Male,0,0,25,USA,0
33,private,bachelors,married,whiteCollar,husband,White,Male,0,0,40,USA,1
26,private,hs_grad,married,other,husband,White,Male,0,0,40,USA,0
33,private,bachelors,married,whiteCollar,husband,White,Male,0,0,40,USA,1
46,otherGov,dropout,married,blueCollar,husband,White,Male,0,0,30,USA,0
38,fedGov,hs_grad,married,other,husband,White,Male,0,0,40,USA,1
65,private,dropout,married,other,unmarried,Other,Male,0,0,40,USA,0
40,private,associates,married,other,husband,White,Male,0,0,40,USA,1
42,private,hs_grad,married,other,wife,White,Female,0,0,35,USA,0
26,selfEmployed,dropout,married,blueCollar,husband,White,Male,0,0,40,notUSA,0
36,private,dropout,married,other,wife,White,Female,0,0,24,USA,0
62,private,masters_doctorate,married,professional,husband,White,Male,0,0,40,USA,1
43,private,bachelors,married,blueCollar,husband,White,Male,0,0,45,USA,0
43,private,bachelors,married,whiteCollar,notInFamily,White,Male,0,1564,45,USA,1
22,private,hs_grad,married,sales,notInFamily,White,Male,0,0,55,USA,0
28,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
56,selfEmployed,hs_grad,married,sales,husband,White,Male,0,0,45,USA,0
22,private,associates,single,sales,notInFamily,White,Female,0,0,15,USA,0
57,private,bachelors,married,whiteCollar,notInFamily,White,Female,0,0,45,USA,1
39,private,hs_grad,married,sales,unmarried,White,Female,0,0,40,USA,0
26,fedGov,hs_grad,single,other,unmarried,White,Female,0,0,15,USA,0
17,private,dropout,single,other,ownChild,White,Male,0,0,10,USA,0
40,otherGov,associates,married,blueCollar,husband,White,Male,0,0,38,USA,1
45,private,hs_grad,married,blueCollar,husband,Black,Male,0,0,40,USA,0
44,private,hs_grad,single,blueCollar,notInFamily,Black,Male,0,0,40,USA,0
20,otherGov,hs_grad,single,other,ownChild,White,Female,0,0,10,USA,0
33,private,hs_grad,married,blueCollar,wife,White,Female,0,0,40,USA,0
23,private,hs_grad,single,sales,notInFamily,White,Male,0,0,40,USA,0
46,selfEmployed,masters_doctorate,married,whiteCollar,notInFamily,White,Male,0,0,30,USA,0
38,private,hs_grad,married,sales,husband,White,Male,0,0,50,USA,0
54,private,hs_grad,married,blueCollar,notInFamily,White,Male,0,0,40,USA,0
46,private,dropout,married,blueCollar,notInFamily,White,Female,0,2339,45,USA,0
25,private,hs_grad,married,blueCollar,husband,White,Male,0,0,40,USA,0
46,private,hs_grad,married,sales,notInFamily,White,Female,0,0,40,USA,0
36,otherGov,hs_grad,married,blueCollar,wife,White,Female,0,0,40,USA,0
23,private,hs_grad,single,other,notInFamily,White,Female,0,0,25,USA,0
29,private,hs_grad,married,blueCollar,notInFamily,White,Male,0,0,40,USA,0
44,private,hs_grad,married,other,wife,White,Female,0,2415,6,USA,1
19,private,hs_grad,single,other,ownChild,White,Female,0,0,16,USA,0
19,private,hs_grad,single,other,otherRelative,White,Female,0,0,40,USA,0
35,private,hs_grad,married,other,wife,White,Female,0,0,40,USA,1
27,private,bachelors,single,blueCollar,notInFamily,White,Male,0,0,50,USA,0
46,selfEmployed,associates,married,blueCollar,notInFamily,White,Male,0,0,40,USA,0
34,private,hs_grad,single,other,notInFamily,White,Female,0,0,35,USA,0
44,private,hs_grad,married,other,husband,White,Male,0,0,40,USA,0
